original_id,new_id
4536073,REU7226531140
4439394,TEM3772186998
4536088,PAS9104013652
4370310,REU4994740310
4439941,PAS2169618256
4370636,VAU3551926668
4536374,BAT8681671937
4536799,OBS8904173166
4441589,BUT7584363081
4538212,TEM8755403321
4538428,VAU1390353765
4373079,BUT9370594675
4378587,BUT1515864003
4443018,ENT2475761809
4378590,BUT6129538220
4380468,PAS7862352743
4443466,OBS2823573126
4380522,LUX4068419733
4538668,OPE1503109278
4443937,GOB9953585698
4538931,ENT4935435832
4380877,HOT1498987549
4447646,ENT5251573859
4381425,LOU4582429327
4539672,ENT7269811479
4451287,TEM2342180838
4541191,HOT6161642880
4381461,VAU4140258635
4452536,BUT3114911184
4381896,BUT7693802413
4542969,BAT3268270391
4542981,VAU0691073663
4543265,PAL7472199463
4381950,BAT8811319552
4452537,PAS8550721108
4382480,BAT8289820802
4544997,POP7275661667
4545534,BOU8303702632
4453707,PAL8025683437
4385856,ENT3469043539
4453886,LOU2379024568
4579144,BAT6450918265
4579839,GOB1496265667
4547386,VAU9300569611
4548102,OBS3287632953
4455952,ENT8673415128
4548546,POP4893720088
4579912,POP6769555838
4458283,VAU8108803971
4580286,POP6835327287
4582583,TEM2887883100
4550913,ENT1697147422
4460562,MEN7556807925
4550936,TEM6161885909
4584438,BUT9353936942
4461260,PAL8048498514
4584600,HOT3375305125
4552502,BUT4242694715
4461412,PAL0272227855
4553033,BUT8982080010
4461550,BUT0351489607
4585283,BUT3045354071
4461907,MEN3105930238
4462006,BAT8595472764
4585485,OBS6500476634
4553604,BUT3385187463
4462262,LOU8843232410
4553748,VAU6322411671
4554022,ENT0849459338
4586275,BUT8620140813
4466376,BAT9680320775
4586538,VAU1839645753
4554590,POP2578560789
4466864,VAU2116633743
4467154,BAT7271421059
4555353,ELY1364028033
4586813,BUT5577733097
4467242,MEN6786026365
4555818,GOB4080259916
4467670,ELY1009497063
4555939,POP6397121603
4591478,HOT1741460240
4467735,BAT8435589728
4591548,BUT4407276164
4556213,MEN3034842210
4468680,HOT1820016820
4470047,LOU6673323346
4557009,BUT5011904995
4561221,VAU5629390167
4592078,PAN7013167485
4592124,PAS2106258348
4470737,TEM8470576487
4471198,HOT4409508504
4592224,GOB7726381952
4561244,REU0112624576
4472065,VAU8220723882
4561708,POP6992791449
4594984,BAT9676040209
4472211,BUT3028383949
4472508,HOT2433879051
4599488,MEN0359316454
4562133,POP0849821703
4472931,ENT8681999075
4562960,TEM3276160643
4563043,ENT9388332627
4601315,LUX6680068130
4601614,PAS7373871013
4602121,TEM0169197829
4563051,BAT8499381475
4473224,BAT3260591788
4568802,TEM0098810318
4473891,BUT3630863823
4602763,BUT3724659955
4474062,POP7182759301
4602936,ELY1545437630
4569873,PAS0646628652
4474570,MEN5352872218
4474683,BAT6703080127
4569903,LUX9368649160
4603069,BUT0874181777
4478240,LUX0038731222
4605682,OPE7237490785
4606750,LOU3451879718
4571126,PAS6966480269
4478716,LOU1220628592
4572267,BUT5814871294
4608608,BUT8982561184
4480875,BUT4051534278
4608775,POP5705875435
4608980,MEN3593574894
4572673,BUT6555888298
4572767,VAU0972053378
4573200,POP6889881948
4481765,BUT8074643763
4682566,BUT8757483625
4574708,ELY0492663586
4610042,VAU8635256257
4611862,BUT4668273137
4683522,LOU8800831264
4614137,BOU5855504765
4577100,OPE6461472267
4763395,BUT8368518650
4684248,MEN8886477446
4763755,VAU7946445289
4614177,BUT0098044211
4684266,TEM9298212560
4614755,MEN7214315917
4764036,POP0147343988
4684790,MEN7833605201
4617325,OPE2659554637
4685502,OBS6355295270
4617880,MEN0418150244
4619039,BUT4564071365
4764095,BUT3248604150
4765041,OBS6546567495
4686380,MEN1622141392
4765244,POP3526573817
4619776,PAL9450221390
4625978,LOU5103646523
4686613,LOU5157648585
4626168,MEN7863907689
4765794,LUX1874018428
4687219,MEN5066236685
4687592,BUT3284555172
4766116,POP2837727016
4766306,POP8362518746
4626667,POP2765369220
4691346,REU1479834528
4627562,ENT3570548471
4692142,OPE1049653285
4628656,VAU1575948934
4766352,OPE5454155771
4766761,POP6140001107
4766765,POP8708510075
4696099,ELY3242382107
4766836,GOB9628114067
4628727,OBS9966916296
4696137,BUT6056617391
4631245,POP3534415572
4769871,BUT2484217677
4696621,POP7313897096
4770319,ELY6360654528
4771134,BAT6771681188
4634870,POP5095828454
4697747,PAL0743796243
4636302,PAS5224330538
4771539,BAT4974976113
4697936,OBS9453090379
4771570,POP5499588586
4636492,POP3927433344
4698350,ENT5198804095
4641425,ENT2644768027
4771652,BAT3790192234
4698776,REU2471032094
4772120,ENT5858177233
4772635,LOU0805332217
4641905,BUT0362083591
4642154,TEM6243722943
4699168,BAT2555023870
4642666,BUT0135484849
4772732,TEM4829379943
4700596,LUX9054955863
4773013,PAL0923611434
4773032,PAL5209221361
4647190,MEN1737509597
4702759,MEN2801901073
4647794,BUT5397714960
4773272,BAT1002053725
4703621,ENT6242834079
4774663,PAN6322779206
4647817,BAT1702983607
4703859,MEN6339082930
4647863,POP5815300301
4775289,OPE8876356491
4775704,ENT6727693027
4779150,PAS6514342758
4704267,PAN7509621860
4779777,POP8115300244
4648955,PAN4024482927
4651137,LOU4688543015
4705250,OPE8688684448
4651536,BUT1583458506
4651765,BAT2724317245
4780039,ENT6742693025
4705754,BUT2938543743
4780579,ENT1821014633
4781405,BUT8468597674
4783999,BAT5713977901
4651834,POP4718009958
4706352,BAT4349601633
4655069,LOU2180542085
4656168,BUT5791043874
4784424,POP7657324868
4706956,BUT7965720817
4788977,POP6092307452
4789109,GOB6661450101
4656901,ELY4132910271
4706995,BUT5227244882
4657470,POP5798291633
4789503,PAN4462175735
4707333,MEN9845355880
4789883,ENT1278631423
4657763,MEN1662185731
4708051,VAU8358671270
4790134,MEN9221045607
4708282,LUX8666924428
4790148,POP5804214628
4658579,LOU7050566039
4658747,GOB0680217363
4659998,BUT1842812572
4708288,HOT5441145116
4660339,ENT8309335582
4660576,BUT1970593104
4791640,BUT2724047099
4709089,HOT6075432080
4793055,GOB8645667065
4661616,PAN9709994932
4714020,BUT2314275497
4662067,PAN8312502684
4665211,BUT9521420715
4665607,MEN5900670105
4793812,ENT4473901563
4714344,POP9397687914
4666167,ENT9500831235
4714493,MEN6520487297
4794245,GOB1394454372
4714518,MEN9661416405
4667062,ENT0323976672
4667455,OBS7437148016
4714542,HOT2094832973
4714876,VAU1568603757
4715988,LOU4969920117
4668393,PAN4720794449
4797344,VAU4881743685
4716092,TEM0686879702
4716640,LUX4282564809
4797753,OBS2271433538
4668775,PAS2135145648
4716758,MEN5035485187
4798006,VAU6367079493
4717250,BUT4874984480
4799899,ENT7337707184
4670455,BUT0492661907
4717415,BUT2367126023
4672942,BOU1575344038
4801123,POP1295720233
4717792,PAS0191449288
4802772,PAN6881224461
4805327,HOT1234656480
4718830,PAL5728352555
4805868,POP6529378652
4806693,ELY0596829323
4674417,MEN5917204938
4674419,LOU3970543710
4807231,PAN4371279642
4721885,TEM6866148258
4807316,POP7403522745
4807592,BUT2531141725
4807685,PAS8483109290
4674546,VAU4152244997
4674903,ELY0378650896
4675534,OPE1632767902
4722636,HOT6499996541
4676270,BUT1151192615
4812627,POP2334848454
4722777,TEM9909003857
4812774,BUT8077625159
4676704,OBS6444178798
4723938,BUT2356879476
4677406,BUT5220082952
4814986,ENT1558069348
4815080,VAU6496068001
4723995,BAT1679938588
4679276,PAN1060728735
4726077,ENT4535586585
4836718,ENT2332399541
4815356,OBS8185116926
4726484,ENT7633841524
4817790,POP5214482234
4817970,MEN9075005545
4836756,MEN7004213755
4727911,BUT1918810679
4837129,LUX6532179590
4837202,PAN4399557621
4837304,REU8813682710
4837415,PAN1970989964
4818502,BUT0547421288
4818536,TEM0837745018
4819254,PAN4383722858
4819335,LUX8538797845
4819497,PAL4824858859
4819994,PAN8007046537
4728016,TEM2396598942
4820901,BUT8403701797
4821368,VAU4351929182
4838282,BUT6513410960
4731147,OBS6584016127
4838636,VAU5046093492
4731594,BOU5543221866
4821734,BUT4645530533
4822179,BAT3332567146
4732375,BUT1369263248
4838761,OBS9203567951
4734193,PAN2440018816
4839015,MEN7345945515
4839587,PAL2952949616
4822457,VAU9690189405
4739902,VAU0183557072
4822800,OBS0825853874
4823164,POP8299405203
4823376,GOB9556904509
4839832,BUT3761374678
4740615,REU6826008945
4840180,ENT1583327949
4823428,ENT9300492023
4740811,ENT5663964287
4841352,LUX5152226421
4843112,BUT8469492787
4740827,OPE9176627386
4825987,ENT0729275469
4826467,BAT0048157416
4741657,BUT1368041042
4828170,PAL7625076508
4843348,REU7771369717
4843424,TEM1155192066
4742022,POP2774062169
4844814,OPE9146699530
4828173,GOB1596696864
4828217,PAL7844615929
4830108,VAU4610257446
4742046,REU3475817833
4844972,OPE1470523245
4742908,ENT5096009420
4845696,PAN4830686778
4831554,HOT7046010391
4831830,POP0650366822
4742982,VAU7546725101
4835288,OPE8461313631
4845861,TEM1859819177
4743362,BAT3280876907
4846065,VAU4081776781
4744058,LUX0992723345
4745532,MEN8165567528
4848821,BUT5952358731
4836336,BUT0842852920
4745836,POP4777994130
4836391,BUT5859987959
4850946,TEM8578451012
4747213,VAU8687793155
4748698,BAT7159197854
4851260,GOB2917583218
4836689,POP4859772060
4750947,BOU7259327583
4752532,BAT4033316561
4934481,POP7679225093
4934949,BAT9760800126
4852874,HOT8742571409
4753197,PAL4896900475
4853105,ENT5535122105
4755143,POP9337576906
4853277,BUT5779831482
4755590,LOU9307328259
4853348,ENT7292494088
4939710,OPE6586412537
4755664,TEM7584302916
4945054,REU0901080641
4948074,VAU6645831567
4853604,BAT3230816794
4853759,LUX6195139615
4756532,BOU9096675227
4853809,PAS9547332549
4859418,OPE2086736361
4951818,VAU7313285749
4756710,LOU1514852964
4955141,ELY7361145445
4757742,VAU0161985923
4955320,BUT3254206844
4859441,TEM9118722637
4860087,BUT2293679326
4758545,ENT0130449594
4861540,OBS7728006282
4759140,POP8881068413
4863414,OBS0805854461
4865179,OPE6888762462
4956389,POP4683980349
4761935,VAU3809833406
4956449,HOT6208085735
4956549,BAT2069728116
4865660,MEN6240736373
4762021,ENT7653249374
4866149,REU5318995147
4961777,BUT4868688026
4762904,BUT0888911801
4871016,PAN6103521003
4763345,MEN4853853019
4873465,OPE2147211086
4876381,OPE2252308957
4962119,BOU1574197625
4962938,POP1243458759
5099272,VAU5902573216
4963364,BAT0320636766
4876384,PAL1665928998
5108212,VAU4379432524
4876613,OPE8679865111
5108396,ENT1501649447
4877726,TEM4430002835
4963795,BOU9180534931
4963855,BUT6258287958
4963882,BUT5448486700
5108844,LUX2753741049
4878959,PAS6846098994
5110540,VAU6073374151
4880575,BOU2841690533
4964586,VAU8782002167
5111104,MEN5558118389
4965853,PAN2533838364
5112153,PAL6067242759
4882931,LOU2555961694
5112688,ENT9233264465
4882978,VAU1742459377
4966348,REU2125712529
4971549,VAU9503056998
5112959,BUT0190893385
4971849,BAT9912138597
4883566,VAU4388280754
5113432,REU6360667441
4884301,BAT6540803676
4884557,BUT4086262745
4973111,BUT3301045875
5114040,PAL3046592892
4973468,HOT5540846793
4886919,BUT8013662170
4887161,BUT0731461687
5115311,HOT8862417486
4888967,POP0223815011
4975182,ENT4729466148
5119909,PAS3426045509
4976465,MEN5071112666
4976951,PAS9489777215
4889980,BAT3004953892
5120085,ENT0912127878
4977257,PAL5520574740
5120494,BOU5941160483
4982368,OPE9219596191
4890400,MEN3775362963
5121110,BUT4321335555
4894053,ENT6975925405
4894506,OBS6936508190
4982748,POP7097449634
4983082,HOT7854845048
5121147,VAU7256488874
4983605,REU2032686420
5122292,MEN1145833331
4985469,POP4757141224
4986189,MEN5424946094
4895057,BUT1483116280
4895536,VAU1413709662
4898654,TEM7384492880
5124163,ENT9496865143
4899260,BAT8792877790
4900956,GOB2460627837
4986264,BUT0409830020
5129518,BUT1483981926
4989948,HOT0119321946
4902316,GOB3700424575
4904433,POP8407925652
5132452,PAS3122241133
5134977,POP1923774160
4904565,VAU1359783023
4990198,BUT1622245476
4907084,VAU8715624398
5135645,PAL5203525072
4990676,PAN4208940655
5138457,VAU6498544282
4992221,VAU9384924616
4908402,BUT2552201807
5138491,VAU2674080285
4910384,VAU3853698211
5139760,LOU2335330062
4911000,LUX6475435339
4992999,POP7990103763
4993019,TEM1267013400
4911410,OPE2791100489
5142069,MEN4052572890
4911428,REU7348126567
4911778,LUX4653766635
4912073,VAU8208672234
4993401,POP4632991463
4993842,PAS2833494219
5143878,PAS8544517453
4998308,LUX1366547658
4912815,GOB0635743607
5145417,ENT0472805033
4913918,BUT1840373912
4914302,VAU1644348810
5001083,HOT2376472239
5148247,POP2340314694
5001279,POP9910237088
5010129,BUT2919224329
5148566,POP1013839991
5149727,BAT7096598953
5015036,PAN9452178579
4915382,VAU6057834233
4915576,ENT8024866102
5157612,ENT5045089079
4917184,MEN0491188841
4918039,BAT9019344848
5016507,BUT2752636721
5158122,ENT5805023194
5017855,GOB4713173770
5159335,HOT0881646318
5020309,BAT1791307165
4919564,ENT3208147226
4920962,BAT7117955184
5159608,PAN8270289369
4921093,LOU2315208876
5020554,REU9417428416
5160091,PAN6208605972
4921217,MEN2982029636
5028053,BUT6929490122
5161642,ENT3252422423
5028991,OPE3188079670
4924000,BOU1563117506
5161742,REU3383968288
5165348,ENT1433449259
4926470,LUX0791393769
4927233,PAN8388320511
5029618,BUT3681461246
5032984,BUT2924260005
5166702,PAL2115524842
5036597,ENT7543918431
4929326,VAU9288911855
4929601,VAU8693579343
5167638,BOU3642671972
4931042,GOB6003017531
5036645,PAS1343071990
5167875,OBS6813319791
5036929,POP0508895759
5250277,PAN5262891486
5253795,MEN4845811336
5253842,REU3666196962
5169303,MEN0577343002
5254304,BAT1308338973
5037932,BUT6159021695
5043096,TEM5604093829
5169366,BUT5755170258
5170150,BAT4880175832
5043745,LUX6197435391
5255099,OBS6854993359
5170184,ENT8648220094
5255828,HOT5990561678
5044972,VAU4908963629
5170703,LUX0442272630
5052791,BUT3916864721
5053522,HOT0514523212
5256190,HOT9910541142
5256251,MEN1429773597
5256302,BOU2539672717
5055671,ENT6239965318
5172737,OPE8270011268
5256868,BAT9040388467
5177517,BUT6093104759
5259439,LOU1088250684
5056099,BUT7745003339
5177732,VAU0210316025
5056762,BAT6575228503
5056944,ENT4016270577
5259487,BUT6885339149
5062216,OBS2863743631
5179083,BOU7046952171
5063022,POP9215096241
5260588,BUT1744524344
5179449,TEM2641666389
5265561,VAU0459681001
5181062,BAT1989397418
5265903,BUT4876856373
5266569,ELY1690800673
5064236,TEM9564849646
5066676,BUT6314739486
5183083,ENT0811596005
5067979,BAT2152404331
5266834,OPE9824007710
5187444,BAT5263407004
5267718,BAT8746560895
5268111,VAU2953022601
5072745,OPE4383791214
5187648,HOT4629468982
5073342,OBS2460305612
5187809,HOT3770936409
5076207,BUT4471130153
5077918,BUT9791027789
5275583,HOT4423882473
5275836,BUT5569534801
5275935,BUT0177367252
5187957,ENT7030721120
5276453,LUX1761139818
5277201,BOU7287457958
5079785,PAN2240471235
5081205,BAT0102150916
5189737,BUT7260770351
5277503,OPE4926612906
5190849,ENT6675101945
5278803,TEM1010045776
5091543,VAU0279317189
5091842,PAS9414745494
5190949,POP4017146837
5281891,PAS6847335254
5193834,ELY5881024190
5281920,POP3786286477
5282144,ENT6836234508
5092302,PAL0570949003
5193949,PAS1627953683
5200299,MEN7344846383
5093460,POP4434385107
5093746,VAU6303823515
5284170,BUT0635415844
5285113,OPE0203748669
5203163,BOU1141578895
5286117,HOT2532132495
5093823,BOU3046786498
5096909,ENT3191768323
5287470,OPE3212240538
5204192,PAL7415699341
5097744,BOU7551853838
5210562,HOT3059828944
5097908,MEN1458776998
5098269,TEM9590736310
5289290,PAN1791834501
5210795,BUT2032071981
5289475,BAT3822598085
5098751,VAU3621441667
5360487,POP1920409239
5211027,VAU0599937213
5289935,GOB0971028831
5290064,ENT5205813877
5211144,REU1118278638
5360712,ENT0643640587
5212820,BUT7803166039
5360837,POP9605646646
5361073,ENT1717695985
5361094,BAT8796761356
5290803,PAL7448061724
5292324,BUT1600493794
5212881,ENT0848542995
5293569,REU5949205444
5216830,ENT3545020155
5361689,ENT2182583579
5216981,OBS6752370779
5362716,POP2744183050
5217051,REU0174378515
5365988,VAU3350709945
5293899,MEN7929782469
5218981,POP3204864913
5294173,BOU9556011631
5294791,HOT7367899705
5367026,PAL4042857269
5368396,BUT7851696762
5221164,OPE5323804209
5368467,ENT9076850977
5227949,POP4740861895
5369549,OPE5417675445
5295096,POP9780618238
5228535,BAT3303538132
5295413,PAL9419540226
5296910,PAN0601957710
5371319,POP1582518141
5372097,POP4384727964
5229952,BUT2686962578
5372671,ENT9361455386
5297060,OBS0331687803
5372733,ENT0396783864
5232877,MEN3225514280
5373624,POP7199474676
5374238,BAT3225381206
5297772,GOB9438718748
5301128,MEN3208570548
5302572,BOU5229292174
5233561,ENT5935736393
5304961,REU6714164733
5376968,PAN6962784176
5233614,VAU7291049711
5377071,LOU2259074614
5306142,LUX6356939581
5306338,BUT1654197168
5234315,OPE3240421558
5235153,BUT0298647333
5306919,BUT8986010020
5307273,BUT7199947797
5378324,BUT1393941493
5379185,OBS4879144002
5380005,BUT0018410164
5235269,POP6812999135
5380414,VAU3405197977
5307756,BUT6054344037
5238522,BOU6295353330
5308041,BUT2826220715
5380461,PAS4244017208
5239944,VAU5228690484
5381014,VAU7179264476
5308971,PAL2628309906
5245367,LUX6539489309
5311482,GOB4092027513
5382166,POP1447138122
5246437,GOB5200804305
5383227,BOU8935383206
5311773,BUT6793267033
5250131,PAN9931144166
5314859,BUT3083193527
5383468,BUT8287288183
5483170,OBS2769614295
5385306,BUT9459477460
5387603,BUT0936881189
5314923,BUT7879384379
5484721,ENT1597867848
5316308,LUX4721803321
5317510,HOT3975745064
5388226,BUT1561559415
5486890,PAN4866909599
5389821,BUT2475665388
5391840,MEN5613214451
5318507,ENT1288609467
5488031,OPE5914287348
5321844,BUT6975025099
5323779,BAT5679306842
5323999,LOU3015481306
5393511,PAS2908185330
5394945,BAT7262793883
5395562,LUX0498399085
5492161,ENT8492493902
5398166,BOU3583711642
5324324,REU9348112233
5493644,LUX3240647313
5399094,VAU4146078566
5493787,PAS6329565290
5400726,VAU6253984448
5327446,POP6526727104
5496430,GOB7639976339
5496467,POP3624109864
5327996,BUT4809629622
5328562,LOU1461525467
5401858,POP6251412988
5497613,GOB0916583641
5402219,BAT8902839922
5403552,REU2783537762
5332989,VAU5845808730
5501566,PAS8594377829
5333537,PAS4181334284
5502669,BUT9594595361
5333678,REU5240820815
5408527,ENT4063958080
5409060,PAS6452409692
5502759,ENT1820704111
5409220,TEM3781240101
5333968,BAT1886400814
5334530,OPE7328099281
5503149,VAU5085176630
5503321,MEN6296102331
5335327,VAU0539121916
5411798,ENT6133992960
5413115,TEM0785130555
5504201,BUT4292433814
5416267,ELY4835774541
5417039,HOT5672566835
5336460,BUT3444145068
5341853,BUT0684363417
5504333,BUT1358995380
5343046,POP2291388059
5418766,BUT6579350921
5505080,OBS1095673739
5419168,MEN7001763070
5420394,REU4445743186
5344419,VAU4576653260
5505687,VAU8111765298
5344460,BUT6217783067
5506550,ELY7648068104
5420822,BUT7235389842
5507581,HOT2396871987
5345310,BAT0101700461
5345708,OBS5265812133
5422479,POP8433148743
5508319,POP3478185832
5423620,BUT0681043716
5350448,PAS2782909645
5508812,BAT7769633532
5351226,REU4618363900
5426146,POP6563104711
5508869,ENT8459420254
5427752,BUT7213620534
5429281,ENT3327029474
5352506,BUT0647670227
5353770,PAN7197337671
5509055,POP6343132251
5356629,MEN2027010879
5430010,VAU0162421115
5513632,BUT1636986740
5430510,HOT0741335857
5358538,VAU7357163857
5514911,LUX0566990306
5623876,VAU8017749276
5514927,OPE5774315187
5625129,PAS7875609402
5431201,ENT3171310028
5515516,TEM1813994994
5438032,BAT0642480135
5438443,POP0798892837
5517347,ENT8730225170
5438771,LOU6920214610
5625811,POP4006596013
5518343,ENT1471992640
5626283,REU7767007045
5518399,POP3923378601
5626447,MEN7134609196
5439961,GOB7385203732
5440024,REU8468326808
5518984,VAU4437077577
5627102,POP0463287498
5441208,LUX7305146392
5519301,BOU6406894183
5628407,BOU6354336151
5522500,VAU4779057966
5442470,TEM3159192444
5523769,BAT7957873708
5444447,VAU9158676195
5444590,BUT7882154949
5629209,LUX5921271990
5527995,ENT2913976955
5445025,BUT2211121575
5528417,GOB4563919856
5445785,OBS5105526769
5630167,PAS3978516438
5529721,POP4923010628
5634911,TEM6937512677
5445995,BUT3519772741
5446776,VAU2042923648
5530885,TEM8957336929
5447983,POP3751906236
5635103,MEN0607547617
5531880,POP4910609612
5635132,POP2959147883
5635764,BUT6549182386
5638360,BAT9125059105
5451508,POP9212058305
5452049,LUX4827863420
5452499,PAN9688730385
5534393,VAU4216093313
5454612,ENT9456469584
5463253,TEM2793340415
5641269,PAN5363040267
5534898,BUT1537844485
5645067,MEN8177578041
5645683,BUT4140995818
5536093,TEM4813144913
5464299,OPE9082021859
5540829,POP2199615268
5465296,BUT3964762835
5468980,PAS6125012744
5648850,POP7507243465
5544962,POP1682798928
5649283,BUT6800002185
5650752,PAS4920967435
5654383,HOT9625674014
5469152,OBS0523811704
5473135,BAT3888893971
5547709,POP6375923810
5473648,LUX1844077570
5654394,ENT0721808299
5550462,PAS4571766430
5654727,BUT5990460550
5474711,POP4525590676
5551496,PAS7537483573
5474883,BUT6592518569
5554140,PAS0472054821
5475961,GOB9839177468
5655651,POP5854695736
5655686,PAS1717957600
5554429,ENT6072469046
5655765,PAL1854345507
5477803,PAS2203718623
5554441,POP8521840360
5479284,BUT4589555254
5657241,GOB6071536849
5555235,GOB7902080981
5555288,GOB4958408178
5657869,HOT1712729189
5732009,BUT0796353746
5660514,BUT3667552894
5736180,ENT5394323690
5555691,PAL3504666837
5740579,BUT2920155236
5663399,BUT4782642220
5663980,OPE1805484593
5555853,POP0560931417
5665018,ELY7277433642
5740615,BUT7450700913
5556449,BOU8869068025
5741733,BAT6565434526
5666294,BUT8684973092
5556885,BUT4433610141
5666948,MEN0880464970
5743007,ELY2379836125
5743176,OPE2972219913
5559025,MEN5726293572
5743279,OPE0589237488
5743830,BAT0388170674
5667597,BUT7961516017
5563055,MEN1384177150
5668795,BUT9947215515
5669149,POP9640583020
5744006,REU5691246595
5566391,PAN8248581544
5744891,BUT8575196855
5566772,BAT2865112017
5670623,HOT9174306835
5575782,OBS7256640813
5670674,VAU2085048160
5745443,BUT7428211961
5575954,GOB0918365979
5670681,ENT9623998398
5670818,BUT7306232406
5577695,POP2454577043
5674856,BOU2564191952
5675731,PAS4795992310
5745508,BUT2380922616
5675827,PAL5883058977
5578202,LUX2335847073
5676300,PAS6172803946
5676310,POP1589477983
5745576,BAT7074647883
5746217,VAU6824184454
5746469,TEM9173439612
5580018,BUT0075736152
5580399,BAT9506161516
5586120,OBS9835948584
5676363,POP7335705810
5587247,REU9556773528
5676551,LUX4934045506
5747113,OBS6913842149
5587590,ENT7200749301
5747154,TEM5223193347
5677387,ENT1233589281
5588561,HOT2340870013
5678050,BUT4192842831
5748006,OPE2795557597
5588653,OPE3893033309
5748384,ENT4917220174
5678736,HOT9874550684
5680537,VAU5169881344
5588655,MEN8665424055
5681532,VAU7758868120
5682841,VAU0499237275
5748536,LUX5162249487
5748684,TEM4395235102
5589259,BAT0546521094
5749152,BUT1324205046
5683110,POP8105723922
5589471,BAT0945304628
5687285,HOT6323108263
5691243,ENT6841024478
5751519,BUT1902770580
5591991,ENT5805691575
5751947,MEN4428138436
5691548,POP0840816273
5592490,REU8121202743
5691804,VAU1344892065
5754685,POP2519183990
5595873,PAS9477301931
5754776,HOT1391074480
5756761,POP0982659017
5691969,POP3483545837
5693494,BOU8960937229
5597333,ENT5968449691
5694356,OPE6008342078
5759120,OPE2544984350
5597559,LOU3535153884
5598016,POP5457273328
5764317,BOU2878970206
5764899,OBS5826057001
5598811,BUT9068471856
5695387,BUT7503426384
5695553,ENT0778586026
5695569,GOB4226835446
5601114,LUX5412125821
5699364,PAS3486622372
5765144,BUT5814131268
5699723,PAS7182365620
5602927,TEM5557165082
5611260,REU4384790572
5765651,HOT0378084366
5615285,ENT6115286686
5766257,MEN5784631730
5700585,BUT3803006407
5616536,ENT3269101407
5701701,BUT9223936169
5766728,POP6482957264
5621063,POP4372935679
5767147,POP6879532049
5621376,OBS7611656309
5768553,VAU9370045304
5702173,BUT5845336741
5704388,GOB0564441032
5621702,BAT4505922546
5705203,MEN3432020042
5705271,VAU4359596381
5771392,BUT5298626079
5621809,PAS0665736917
5622963,BUT5717712724
5710454,BUT0403533237
5832921,VAU4115901096
5710709,BUT1388054428
5772315,BUT6741940346
5772763,VAU3746900684
5833404,REU2531483794
5772801,BAT8585626472
5712202,GOB7598012357
5834565,REU2533307198
5712824,ENT8215574106
5836199,POP0485928420
5714292,PAL1140958965
5773288,HOT1814580863
5837908,OPE0379785457
5775457,LUX6415526641
5838813,HOT0441097902
5777092,REU2404422505
5714422,POP5821663411
5842443,LUX7278469532
5714446,POP7026984291
5777765,POP8327666478
5843559,BAT2949676031
5777922,MEN5599307581
5778089,MEN1721639710
5715138,BUT0601229029
5716007,ENT2282435476
5846329,BAT7681858726
5779606,TEM8999752471
5847086,BUT4118098464
5779862,ENT1606879822
5718695,BUT9665358400
5849148,GOB9364441428
5718782,HOT4860562226
5781459,ENT0338638008
5849298,LUX0093801496
5781461,PAN4432573070
5781559,OBS3497880998
5719202,ENT5926626799
5849643,BUT2904466266
5723275,LUX2095807909
5781989,MEN5840819686
5852673,TEM2308529382
5723462,BUT3568638157
5852972,HOT5282748704
5723521,BAT4922114027
5791953,VAU3511483698
5853345,BUT3285554734
5792519,LUX8221173699
5855372,BUT5445002828
5792647,TEM8944890406
5724863,BUT4126617805
5857827,PAL8725922877
5725480,MEN0673254070
5727656,BUT2924836732
5795491,BUT0522663933
5795506,BUT5483408641
5857833,ENT5319683886
5796106,POP1051945246
5728291,MEN2501794941
5860876,BUT1867693319
5971969,BAT2693115751
5860924,MEN9011500999
5972663,POP1333635402
5798656,OPE1795197804
5798769,REU5227946778
5860934,REU8275884871
5799656,ENT1713453598
5973549,PAL0501468090
5973790,BUT2374194832
5861409,VAU9614807643
5973970,ENT9136641794
5862391,LUX7070040891
5974363,POP4370968065
5974610,PAL8451237962
5799932,POP2401576847
5865961,LUX8042573429
5800086,BUT9595700759
5975572,PAS8602022740
5981388,PAS6674130655
5981471,MEN3967829689
5867571,MEN3416318214
5982273,VAU4332798022
5983044,MEN9057242366
5801026,PAS7246983929
5872108,POP9810591850
5983101,POP9754474416
5872399,ENT6290958946
5983155,BAT3041431703
5802521,MEN2448799105
5872482,PAN8615481586
5803088,POP1443930560
5983213,POP9007568053
5880010,OBS7923246710
5880805,BAT7028373247
5983430,MEN3673263032
5803187,BAT6143746647
5810111,OBS3792913806
5880999,MEN4626607641
5810186,TEM2227841488
5881310,REU5823824386
5811788,BUT7388353788
5811812,BUT3688032161
5812726,BAT5364508012
5984013,VAU3420784367
5881416,REU9425273443
5984744,ENT9577326944
5986903,BOU2245196407
5881703,BAT1190284932
5986923,BAT3733717219
5813509,MEN6029648440
5813974,BAT2397878209
5882180,BAT2814553430
5986960,BUT4892479716
5883721,OBS1140847002
5814961,PAS6099993726
5885778,VAU0094281401
5986982,BUT3836746262
5888121,ELY9911639434
5987251,BUT7107371117
5815036,BUT2731579102
5888308,TEM8489313518
5817926,OPE7303247807
5818398,LUX3896913335
5987451,POP7060386821
5888472,BOU7698110726
5820170,OBS7453937252
5889135,GOB9337529570
5820629,PAS3619608018
5987658,POP9186710786
5889344,POP0515550024
5987705,ELY7490093091
5820728,REU3863013411
5895760,VAU8520689744
