original_id,new_id
419747,REU7673065920
471523,TEM1743599867
538222,OPE5894019281
474612,MEN4586251824
419757,BUT0674792204
419758,BUT4850042432
538767,ENT9606291332
539317,BUT3482336003
420805,TEM9745227486
474725,ENT8450883931
539722,HOT6034427123
475005,POP9037190128
420981,ENT6321282069
422295,BUT5530144844
539800,HOT8644230670
422409,TEM8588884822
476468,POP6723513511
476708,POP8368986557
539876,PAS8292506464
539880,BOU1501675702
477193,BUT1092716190
423502,HOT7163802234
540206,LUX7392393852
423770,BUT1202019902
477766,POP5002912613
579284,ENT1726875057
540366,BAT8927006084
478380,REU2692266281
541521,POP2055283837
479634,PAN5227710144
579343,MEN4833390403
579530,OBS9614818555
543233,BOU7339091038
579867,OBS4593311637
479687,BUT2048879181
543878,TEM0777870961
479926,BOU8256709650
579977,BUT7175753236
580935,OPE0670520060
546041,BUT0933824753
581258,BOU8473392566
484504,TEM7980266465
546099,MEN3783733314
485465,PAS0091494844
485571,TEM7825999517
582886,BUT5648579231
546396,PAS4870018206
583723,POP1337633977
547346,BUT9275543295
584317,BUT3106914144
547904,BUT7659288684
486114,BAT0284572817
549546,ENT3966855605
486138,LOU3226250410
486547,ENT2384049325
584994,BUT1396076277
549941,HOT5674658715
585633,POP4868216212
487587,VAU1923728127
551560,PAN6766111355
489136,MEN4928430802
586024,BUT6293656380
551881,LUX9388061571
586510,ENT0235655698
552628,GOB2448261152
586642,LUX9645113638
489419,OPE0077249182
553689,ENT7527043677
489497,HOT6172471872
491512,BUT4409810345
587868,BUT2545049698
554302,VAU1420680097
588211,HOT3377916428
495927,LUX5310861486
554531,MEN8271788889
497746,ENT4220931780
588598,OBS2551248367
554704,GOB0854986383
590712,POP7300334037
497821,PAL8520245974
554876,POP8867970122
498449,MEN9771966903
555437,ENT1097734253
591873,OBS9177924147
591988,POP1310846040
556358,POP2362838222
500580,OPE1926395573
556383,BUT9633885724
592287,BUT7508314584
556557,BUT2157161678
593465,BAT3445673973
502895,ENT3005591266
557051,HOT6420929857
503231,BAT9600843545
595610,PAN5414653949
596742,MEN2299438387
503497,MEN3219987698
557647,HOT0017582682
503569,PAN4514750096
596798,REU9079397156
596810,OPE4298301018
558569,VAU7635603163
505610,GOB1845636414
558768,BUT5875457336
507108,OBS9261112096
507193,BOU7367291768
597807,POP5336941826
599179,BUT2913756458
559474,BUT9512093174
599220,REU2162035840
599419,HOT8989889356
507255,BUT0280231318
560544,GOB8675274204
509332,POP1831283030
561819,HOT4929491536
509344,ENT3289641206
599822,POP3996525299
600105,BUT3792316308
562643,OBS9349816797
509357,GOB6243544218
562783,VAU8722840486
509663,BUT2708527736
510375,OBS0601519695
601294,TEM9051733261
563587,OPE0186292934
601393,BUT4628017600
510651,BUT5555135287
563652,BUT2373710063
510741,BUT2241750298
602805,HOT0492065251
564915,MEN6297638962
603577,ENT3135072066
510769,REU4710111221
565243,MEN4313432515
605335,ENT3361295118
565747,POP5914665707
606408,OPE8488527513
607363,ENT2587804448
607523,POP0811432455
510983,MEN7704009669
513757,PAN6418569089
566456,VAU1820652186
514562,REU6928708526
566511,HOT6136139772
515970,HOT1015937895
608289,BUT9020304652
566524,PAN1303332449
608308,MEN2324890155
516993,PAN4005872693
566668,PAL6664065647
566867,PAL8262932583
517323,TEM7451320275
611387,OPE1723010194
566888,OPE5541255880
612014,MEN4966708200
567001,VAU0065543918
518650,POP5008265528
567216,OPE3076733990
518742,LUX1445482665
612588,OBS3811628889
613739,LUX5613763732
568394,HOT8227788673
614087,PAS4454925443
614987,LOU9877012494
520929,POP5027571295
569654,MEN2414053325
655567,LOU8216068771
615021,HOT0066476915
570113,OPE9874081002
615031,TEM7168004775
656398,TEM5786457312
656405,POP9370825765
571447,REU3441525613
656822,GOB0621523678
656918,MEN4212914414
615069,LOU8165454268
615157,BAT6891917302
571966,MEN4672804917
615963,POP3386928499
657696,TEM2260556924
657739,VAU1672073452
574232,POP3252005104
661277,TEM0150788105
617069,OBS8205469030
618419,POP1095629216
575022,HOT6110983291
618641,POP5384130219
661365,POP7816470755
575286,BUT4621138778
662282,BUT6968175110
621328,TEM3697148051
575535,POP0815632345
621726,MEN7211015879
663351,PAL7572209959
576992,TEM0416720820
665192,REU7226031796
665843,VAU1567100261
621838,POP9425906345
578781,BUT2769752683
622120,BUT2636440896
747179,LUX6119690988
623042,HOT3398166319
666408,HOT9225922372
747874,REU2647044223
667602,BAT6661699118
624420,BAT2813173184
627203,OBS9507947260
748166,PAS1379720253
629392,PAL3396937069
668533,TEM5289854261
748212,REU2377427734
670289,TEM9223240142
629761,REU1075373183
749135,MEN5723904157
631325,MEN9652792346
673532,PAS9365172309
750299,BOU9301843881
674328,MEN0836911137
632968,TEM7654419553
751197,MEN7816701146
633498,BUT6115960866
675260,POP4747603953
751281,BUT0279627132
676690,POP8442458779
677231,PAN1631226099
633505,BOU1573156798
751764,HOT1951022582
634276,OPE5363387428
678779,ENT0106208525
751766,HOT6327129749
679794,ENT5197263667
680096,POP1524432911
634680,BUT1456103207
751883,PAN1111005266
635408,BAT0513720563
682531,BAT2606859690
753084,POP1821340374
682679,OBS4736769462
636309,BUT5109098604
636632,HOT7047068036
636669,POP3611686864
753143,OPE7123939451
637100,BAT6599028562
682943,LUX9025095072
753328,REU2615416086
683889,VAU9139941052
637721,VAU4418618304
753923,BAT0579242483
637830,BUT8010943979
684231,BUT3188431832
755575,GOB4341867358
684781,MEN8347250514
639454,HOT5097449300
756756,PAS2863494008
642059,PAS7034533048
685811,TEM0070338929
686977,TEM4309860839
688223,ELY5757837720
757289,PAL6799199575
691613,OPE6560619881
642234,MEN2563107435
644315,ENT2353999842
757733,LUX1425989601
645862,BUT4695140742
693066,BUT4986215397
759166,PAL2706501243
648659,HOT4244146278
759415,MEN2190062818
649551,POP1035004391
693809,REU6067588923
759592,POP9087781300
694135,MEN1840651365
650980,POP7055579200
759620,HOT2159100985
652430,POP2293276549
696403,BUT3126519450
761399,HOT5811912906
697550,ENT2365142906
652621,VAU1132079667
761666,OPE2740206370
653458,TEM9116166122
698787,MEN1781353689
762159,TEM0641262416
700003,POP2867151892
700340,GOB0320555012
653771,BUT7787003231
763419,BAT6606454614
810543,LOU2903290005
763958,ELY5212555071
810951,PAN3884719871
702205,BUT3510897268
764638,BUT6068256530
703448,REU7304343109
705796,LUX6680317211
811631,REU3832882703
765249,BAT3932466156
708085,MEN7473744166
765956,TEM6502479064
812357,BUT4443821138
767133,BUT1827060571
812405,POP0638339982
708477,GOB2143468085
767155,MEN8832464165
708894,BAT0364117942
767170,BOU1978542839
813906,TEM3911075004
767885,ENT6691446857
708918,BUT4531587402
769443,POP0117685357
813917,MEN8378630670
770300,OPE4601317331
814417,OPE3356687843
709417,PAN9910940392
770730,TEM6038108758
711884,BUT3132083516
815987,TEM9390638924
816102,POP5446826118
816124,BAT7729928979
773466,POP1497867612
817576,BUT3413638944
713329,VAU7939196337
713716,REU8280598365
776047,PAS7040529624
715817,BUT1023627132
818920,VAU3732704881
778179,BUT5783886766
820401,HOT2656685615
717607,POP6282768036
778646,BOU4040103285
718556,POP4607077608
718659,BUT0865074230
822011,POP5846027990
779750,PAS0577033266
825150,PAN5291236638
721414,POP1453129421
779804,LOU8383692764
780445,POP8493421036
721849,ENT0987937016
781217,POP4781096380
827062,VAU8949865477
781330,ENT4643245201
827410,VAU5038557640
828480,BUT5837805615
722747,PAN1438648732
781541,PAL3023028114
724370,OPE0821734846
782256,LUX9970938348
725651,REU0791747192
830268,VAU0538450618
782257,ELY8417548054
830294,TEM5061475433
726278,OPE3670568880
782302,VAU4776452418
726854,TEM4164621203
830606,MEN4523635828
782593,LUX6032298197
726886,MEN3443085690
782786,POP1004428664
833785,REU8909722393
833988,BAT7611754280
783167,LUX4405262205
834309,POP1970216499
727265,VAU9573680184
784444,PAS9589415106
727473,POP4242920365
784610,BOU9666973848
728069,PAN4377941694
835603,TEM2505772994
836000,MEN5602729002
784846,PAN9125324773
836235,POP8066718584
784863,HOT5099622947
728396,POP1773371376
786347,ELY9665894407
836396,BAT1541157304
786714,HOT9420872521
837096,ENT5508863621
838164,POP2468109688
840111,PAS5332721551
728737,REU8169354979
787062,ENT9493559215
729422,BOU9295478995
729482,HOT8871300495
843733,ENT7611306643
787167,POP1292352861
844016,HOT6362162961
729645,VAU5157007379
729656,BUT8212343800
787556,POP2496397487
730350,BUT7409428801
844072,ENT7207256224
788259,ENT8931906036
790525,ENT1909799060
844549,BUT4905009985
731081,ENT6451932371
790773,ENT2185860023
731108,HOT3305659076
845481,TEM1917596526
792159,POP5779415925
845652,ELY9622464299
732458,BUT9909811801
793079,POP0624769876
732916,VAU8456601047
845806,BUT9161012551
793331,POP9001702700
846608,LUX4299081363
846954,POP9595892689
733010,BAT1608034564
793812,POP9218967334
847223,GOB7942518847
794142,REU9709762585
847495,OPE0725611660
733727,ENT0764740053
795097,BUT7447159418
736580,BUT2389489695
736764,POP5442945055
847932,GOB7736762995
795193,REU7371097585
850373,ENT7233515128
740186,ELY1575728344
740902,POP0066056084
795223,BUT0197498221
740921,TEM4348458274
851420,BAT3769218369
795299,MEN4166208015
741956,BUT3461927502
796197,VAU1318399269
742868,POP5709459158
796228,BUT5410640143
854400,BOU8692127777
796422,POP7213969050
857573,VAU3609020412
742950,BUT1924351958
796781,VAU6578569759
797703,VAU2958656342
745338,LUX9135121655
857841,POP3997243755
797738,PAS9746161119
746129,ENT9227113927
797878,LUX2085225884
746611,PAS3344626687
857853,ENT8609992198
858040,LUX7539664094
798705,OBS9651743602
858967,POP3841511100
890509,REU9016090467
802079,MEN9721955142
890706,POP4487569243
891454,BUT6191278844
892158,HOT1671788864
860095,PAL7963420654
802456,POP0050045364
860625,BOU5872670859
892257,TEM0432419650
893684,ELY7164037005
862444,PAN8787492068
804186,BUT8881263851
863468,GOB3665659212
895521,HOT7378796975
805610,PAL9204633710
864381,VAU4528436558
895992,TEM4680542279
807271,BAT3989843196
865472,POP5953618940
808223,BUT0327859834
897778,BAT6848461100
808925,OBS3079690256
898289,BUT3376163675
866589,BUT2887587242
809246,TEM7459371651
866699,GOB4478070193
898801,PAS6838529943
899016,PAL1767436763
809619,ENT9354354665
866756,PAL0537378382
809731,VAU0148495447
868617,LOU1324196547
899839,TEM7865196883
901634,LOU8284929006
999661,HOT6691115983
903306,REU9863987986
868765,OPE0186302739
1000418,BUT3480157381
871279,HOT4674801102
871615,ENT7602919236
903833,GOB2453070802
1002042,PAN9583080687
905433,BUT2534734649
1002341,POP0013743560
905766,OPE1454019543
872362,VAU0332777976
1002368,BUT5487529374
872946,POP7807884349
1005600,ELY9671238292
1005786,PAS9465226374
873165,BAT9590208179
906229,VAU1199209685
907965,BUT6577052160
1005994,PAS3066752433
1008307,POP5393808584
908363,LUX2993575263
874864,ENT2101000083
1008383,PAS3077907439
908459,BOU3245325449
1008724,POP7439743450
911746,ENT7687529288
914032,OPE7441625066
874979,LUX5021517939
876345,MEN6881960399
1008740,REU5100369082
877645,POP7062634455
914070,PAS4438671407
1010590,VAU5968103854
914727,MEN2834366792
878183,POP9620156171
1010858,BOU9726576041
878910,POP4966518891
917278,LOU9830650858
1011441,BUT1524885298
917795,ENT7735371960
919189,POP6965426899
920504,BAT9391297896
878957,BUT2204994200
878992,HOT2729175133
1012524,POP1993915206
920617,POP5676482166
920929,POP8370473478
1012930,ENT7338588778
922547,MEN9250990932
879686,ENT8394255981
882305,ENT2519090112
1014844,HOT0190884981
882434,PAS7640280126
923351,HOT8402898891
1014961,HOT7077980547
924107,ENT9441919316
883235,BUT4917901065
1015199,LUX2974644736
924442,POP6571921490
1015818,HOT4146909816
926587,HOT7893958878
927010,VAU9972041382
883403,BUT4095974080
1016320,VAU2507658044
1016865,LUX6669288652
884526,TEM0947073026
931833,PAS5842446044
1017177,HOT8116891090
932668,HOT0137563907
885018,BAT4047075037
1017342,POP5052325221
885693,TEM7814167016
885706,BOU6940380673
933347,ENT6600388284
1020393,BUT2352862261
933438,OPE4033484313
885933,PAN3199796357
1021264,POP7632265218
933464,BUT4219292945
1022243,VAU3679385918
886386,MEN7618927357
1022355,GOB0051823918
886660,ELY1602457947
886735,ELY3567788502
934232,TEM4928519086
1022819,BUT0570698824
935191,BUT5743216202
886807,HOT3870547328
1024256,PAL2955528698
889437,BAT3331420398
935377,MEN8420858620
1026329,BOU6361116961
937551,BUT1412904926
937709,ENT1633929430
938858,POP9208933284
890426,OPE5806718253
1026514,VAU4726974738
1028758,POP4029065635
890465,VAU3114389401
1099662,LOU5245802963
1099881,REU9542398419
942877,REU7958292648
943620,BOU2363782579
943903,ENT3908378796
1101833,BUT4528966261
1030228,BUT9010684007
1102750,ENT7447649916
944076,OPE2884061911
946484,POP6450609530
947007,POP0864235812
1030871,ENT1435939930
948261,ENT5376991109
1105780,ENT2872169759
1031918,HOT1219586918
1109003,GOB4349001101
950501,LOU4225181017
1032401,BAT4717781815
951427,GOB5779220205
952638,OBS6681037593
1036502,OBS8949897371
957071,BUT9121295402
1110032,MEN4469389507
1037995,OBS7112972568
1110935,ENT7224128375
957900,ENT2856570330
958333,TEM3174692905
1038815,POP4682471734
958939,BAT2876559587
1114281,BUT3439034129
1040524,VAU2475772434
1115710,BOU8866610473
959126,BUT0239909265
1041663,BUT3064163521
1117899,OPE5364309792
1042480,BUT9122971641
1118846,TEM1355725557
959911,BUT9704831146
1043536,PAN5051724764
960825,VAU8565340939
961308,VAU5380703882
1120522,MEN1866658660
1045019,ENT6725176851
1120552,PAN0074403777
1120667,ENT6527371182
962293,REU1820256734
1045400,TEM3593371165
962897,VAU6012905370
1046100,BUT4996559445
963430,LUX2476675396
1121158,BUT6940305590
1123466,OPE3876824287
1048759,BUT9470344570
1125776,BUT9808507495
968499,POP5683897454
969845,LUX0897378335
1050099,BAT8891787062
970546,BUT9851805823
970967,PAN5057066884
1126247,HOT9455113353
1051044,LOU3200236992
1126249,ELY2864210316
971675,VAU1521700288
1052404,BUT4380714218
972474,BUT9250769490
1126678,BUT1342508858
1127222,ENT2381893105
1053048,BAT1405295401
975201,HOT7676863220
1053205,BUT3124675247
1127370,VAU3653507318
1053353,POP8480812327
1129020,ENT7366337319
976953,BUT9169456773
1053609,PAS3198140784
977204,VAU3329423805
1055486,MEN9606963989
979182,BOU1035123176
1130145,HOT7652534355
1056295,MEN4644788477
1131829,OPE6260768186
979596,LUX3804359708
1057844,ELY7200814951
984752,TEM9710113318
1131934,MEN0308727669
1058352,GOB7913000330
1132120,VAU7166855749
984957,POP2416213289
1059029,OPE4581549504
985151,BUT8726419627
1061424,PAL6611641777
985457,POP4850693905
1132615,LOU0631881059
1064433,OPE1031553211
991162,POP7626640825
992501,HOT4575180896
1064813,BUT9195175034
993408,HOT5608791002
993592,VAU8667909401
1133596,LUX5987190689
1065323,BUT4469966256
1134094,PAN1852105770
994093,VAU8161125165
1065374,LUX8890581108
1134647,MEN7612762744
1065673,BUT2290708389
1134848,GOB6341226953
1134885,PAN6498641631
1135062,OPE9880666648
994435,HOT6175213518
1066827,MEN8536037276
996171,LUX0350642741
997861,ENT6548625841
1137130,PAS7301283255
1067619,BUT5204250026
1139576,POP5745735330
1201804,BUT7462718662
1068984,PAS5337746800
1202028,TEM2467184889
1140610,ENT1904943182
1141559,LUX3640008714
1070274,MEN8050176996
1142556,REU4885131404
1142731,GOB0612470663
1202788,BUT5720042038
1070528,VAU9727412354
1203204,POP7350431258
1143342,PAL3015531665
1070851,PAL0485895320
1144028,OPE5483686679
1203304,POP4659855720
1071043,ENT9145738759
1145013,BUT9808250702
1073197,BUT5843809707
1146303,OPE1045075614
1204329,BUT4138499333
1204369,BOU3727869728
1073221,OBS9661908541
1204792,PAN6823745780
1146736,ENT7048114351
1073571,OPE9543413951
1147882,ENT5956817924
1204937,VAU3448149686
1075591,POP1337563849
1205169,REU0162144496
1205252,HOT6334610830
1149515,BUT6595785517
1149809,POP3698011787
1149915,VAU2314082902
1078605,POP8321878547
1153434,ENT0582152972
1205304,POP3401393470
1080194,PAS5366638047
1153462,BAT6820965117
1081390,REU9447715336
1206058,ENT7184530315
1081805,LUX3897193020
1154909,OPE8102790850
1083398,ENT0641016164
1155193,BUT0866070896
1155252,OBS8469886298
1207052,BUT4674672880
1085585,ENT1479316789
1207601,REU4539577236
1209733,PAS0736407093
1156482,POP8479449981
1156861,LOU4748247752
1086007,POP1627672959
1158033,GOB6153662999
1210688,POP5842718938
1089527,REU7042018591
1211012,PAL1596555623
1158222,GOB8935468838
1158324,ENT3926146851
1091511,POP9233097476
1211052,PAN2138136746
1211637,BUT4456372896
1160791,REU5602018035
1093684,VAU4400357673
1161527,PAS5883629584
1212673,PAS2517718192
1095577,HOT9912704800
1216267,VAU3943076154
1216286,OPE6360052380
1216733,OBS3398409656
1163615,ENT6305549573
1096478,OPE6159327194
1165022,PAL8237066142
1218504,MEN5214211002
1098732,OPE1738767125
1098905,REU2719426504
1218703,TEM5544561569
1165849,PAN5930532725
1166341,VAU0669965974
1218817,ELY1157292444
1270282,BAT9689986856
1222048,MEN9564337677
1167478,GOB8649809159
1270607,ENT9073695332
1270666,ENT9458894584
1169377,BAT7932319973
1222997,OPE7778954486
1223798,HOT9805186288
1272220,OBS5160142086
1224574,POP2768436453
1169722,LOU1718274710
1272342,ENT3865969463
1171341,POP2601790528
1224888,ENT1026326599
1272646,LOU1161225409
1228619,ENT8423464718
1174694,LUX9262639250
1273915,ENT1131532423
1176315,ENT8953141993
1179058,TEM2364836660
1230495,PAL0704563608
1179811,PAN7368130737
1274722,PAS9333276427
1180022,REU7205331503
1230894,BUT9194118941
1274995,OPE1836804130
1231389,REU0640915566
1180161,POP9618954796
1275045,GOB2381640683
1180898,GOB2483099816
1231566,PAS3763245339
1275762,BUT0446728170
1232009,PAS6790261287
1275885,POP8516789277
1232084,MEN0430846225
1181098,PAL6724386693
1275954,OPE1454646756
1181250,BUT6554626545
1232327,PAL7032835159
1275957,ENT6621168196
1232383,BUT7325228752
1232770,POP3053964714
1181390,ENT1423007359
1183882,BUT7774431634
1277299,PAL6200711806
1184030,REU6653581846
1232867,BOU2016180563
1277315,OPE4397842009
1233751,POP2022361069
1233856,POP6274803852
1184291,ENT3906305004
1184295,BAT8071177875
1233934,BAT6273029853
1277493,HOT5970193726
1278180,BUT5515259756
1234750,POP5559128374
1184441,BUT3120536689
1278187,PAS9590975723
1190478,TEM1639076986
1237847,ENT0873473493
1237872,BUT0343077511
1279655,PAN5943827368
1237967,BAT6080049330
1238737,HOT4727830530
1191996,TEM4472598347
1279980,OPE9138992335
1192253,ELY4370749326
1238811,BUT9182488548
1282274,OBS5352568051
1239303,ENT6172330449
1241919,GOB7897505376
1282284,OBS7137415859
1243169,OPE2673648810
1194351,ENT5223341287
1196198,ENT9541321538
1282556,ENT8881706784
1197260,PAN0721697753
1197284,POP0035161790
1243204,LUX5241615356
1284066,LUX2487515333
1246271,OPE2899462641
1199916,LUX7590458534
1288125,POP9363257501
1200592,LUX1749923839
1350726,OBS5519439125
1246639,LUX0727534186
1247742,LOU8933230962
1288171,BUT2054873520
1289561,BUT2348593382
1249964,LOU3286901835
1250251,MEN8102534744
1350834,BUT3866811929
1350971,POP1884441525
1290460,BUT5066258879
1250253,ENT7027858506
1291216,VAU9421514925
1350985,BUT6165804641
1291830,VAU8509604930
1351671,TEM3246723679
1250617,OPE5325320497
1250856,PAN5095285333
1292160,VAU8146624552
1251183,TEM6730827543
1353282,PAS3783342083
1292910,OBS4867757113
1353338,ELY3060534877
1292975,TEM4972551540
1353732,BUT0219283183
1293248,VAU7321071686
1293911,BUT8433978764
1354231,REU4134130662
1354520,VAU3196891581
1355020,PAN7289657955
1253123,POP5684280486
1253142,OPE4778091136
1253386,VAU2565865549
