id,host_id_fk,listings_group
OBS9530952633,63085976,Single-listing Hosts
TEM5196057876,51507909,Single-listing Hosts
PAS6223353672,61809312,Single-listing Hosts
POP3674982590,20301610,Single-listing Hosts
BUT5444297042,75745255,Single-listing Hosts
BAT7036079940,4701430,Single-listing Hosts
BAT2068827363,41704380,Single-listing Hosts
HOT2804841661,84026585,4-9 listing Hosts
PAN9305951920,39393109,Single-listing Hosts
VAU5488666821,98790216,Single-listing Hosts
BUT7416697324,74280935,Single-listing Hosts
VAU1209162697,34107556,Single-listing Hosts
PAL0763288129,25662465,10+ listing Hosts
BOU2815092073,1492315,10+ listing Hosts
MEN4723119454,41086469,Single-listing Hosts
GOB9299609841,3619819,Single-listing Hosts
ENT6573137071,1252302,Single-listing Hosts
ELY9691742204,60223146,Single-listing Hosts
REU2901343234,1492315,10+ listing Hosts
TEM5087763518,1492315,10+ listing Hosts
PAL2568154828,84183187,10+ listing Hosts
BOU6018330908,89355178,10+ listing Hosts
GOB2735184075,1492315,10+ listing Hosts
VAU7756172331,72415312,Single-listing Hosts
BUT2262641814,48022107,Single-listing Hosts
BOU5248312429,56978574,Single-listing Hosts
ENT3460760502,2082203,Single-listing Hosts
HOT1176538702,1492315,10+ listing Hosts
BUT5665531969,25777798,Single-listing Hosts
BUT1145957476,19514269,Single-listing Hosts
BOU4552510711,19481454,10+ listing Hosts
VAU0603043822,18227164,10+ listing Hosts
BAT5474089788,43297520,10+ listing Hosts
PAS2236019292,43575393,Single-listing Hosts
BUT5655665978,12334757,Single-listing Hosts
ENT7562102178,53489165,Single-listing Hosts
LOU5071994997,47998528,10+ listing Hosts
BUT1703196075,64216,Single-listing Hosts
PAN9839115120,84794564,Single-listing Hosts
VAU7252042627,73205377,Single-listing Hosts
MEN2956612706,78066390,Single-listing Hosts
PAS8759828562,83237143,2-3 listing Hosts
PAS0172441142,70165383,10+ listing Hosts
BUT7129280700,31824022,Single-listing Hosts
VAU4943357160,43297520,10+ listing Hosts
BUT6481714828,13327721,Single-listing Hosts
OBS4732753794,84752385,Single-listing Hosts
BUT5267250327,67772829,Single-listing Hosts
BUT3636975316,7243230,Single-listing Hosts
BUT4171626463,49617045,Single-listing Hosts
MEN6777815949,98350035,Single-listing Hosts
BOU6106620281,11750896,2-3 listing Hosts
OPE8794862319,82985412,Single-listing Hosts
REU7465484197,91998964,Single-listing Hosts
PAL9033854070,22551560,Single-listing Hosts
ENT2998130857,48858864,Single-listing Hosts
ENT4797495445,66352473,10+ listing Hosts
LOU7670616786,31364414,2-3 listing Hosts
PAL3994300214,4386230,Single-listing Hosts
POP6383927882,7939010,Single-listing Hosts
GOB3482595977,43297520,10+ listing Hosts
BUT7820539989,74010487,Single-listing Hosts
OPE9365907640,18881339,10+ listing Hosts
BUT7387293295,33026286,Single-listing Hosts
BAT0608621528,2484735,10+ listing Hosts
GOB7947959676,81638436,Single-listing Hosts
BUT9777103288,55837335,2-3 listing Hosts
ENT8819839312,36427952,Single-listing Hosts
BAT2823091860,37064353,Single-listing Hosts
BAT0712220818,99210259,Single-listing Hosts
TEM1339369338,5234771,Single-listing Hosts
OPE5682289931,11722400,Single-listing Hosts
LUX3650172727,23844246,2-3 listing Hosts
BUT2394153255,14643102,Single-listing Hosts
OBS6703055637,65605405,2-3 listing Hosts
BAT6673713169,45389105,Single-listing Hosts
MEN0239964225,31609516,Single-listing Hosts
OPE0675878764,84033530,Single-listing Hosts
BUT4769950801,70220474,Single-listing Hosts
BUT8623903204,88795233,Single-listing Hosts
BUT5841507302,87585478,Single-listing Hosts
ENT3603757231,54213686,Single-listing Hosts
OPE0603336620,6608714,Single-listing Hosts
BUT8233450946,20848765,Single-listing Hosts
POP2266747696,94185323,10+ listing Hosts
PAL8067538412,56108266,Single-listing Hosts
REU1374278307,97044013,2-3 listing Hosts
LOU5307779586,66436708,4-9 listing Hosts
POP6681648038,70687253,2-3 listing Hosts
ENT3252388872,13617315,Single-listing Hosts
BUT5160519746,66339884,Single-listing Hosts
REU3232821983,83303722,Single-listing Hosts
ENT7884131405,22606545,2-3 listing Hosts
BUT6412496037,68645474,Single-listing Hosts
POP1738925763,41274156,Single-listing Hosts
ELY3649136939,47566829,2-3 listing Hosts
LOU0036376858,79813798,Single-listing Hosts
LUX9493681017,66713454,Single-listing Hosts
ENT8597414044,91050541,10+ listing Hosts
BUT6474384614,602408,2-3 listing Hosts
BAT7247174152,17783029,Single-listing Hosts
ENT3957605136,9347997,Single-listing Hosts
TEM2387531898,66339795,10+ listing Hosts
POP4019946604,87154911,Single-listing Hosts
ELY0811033387,19907212,10+ listing Hosts
LOU5757658182,38045690,Single-listing Hosts
BAT2318198334,58439675,Single-listing Hosts
BUT5610178451,90924552,Single-listing Hosts
GOB6256888385,54869565,10+ listing Hosts
HOT1818708525,16756431,Single-listing Hosts
VAU1682538597,46878327,10+ listing Hosts
BOU2094066152,91481886,Single-listing Hosts
PAS3482863706,99127260,Single-listing Hosts
POP0738178593,46647451,Single-listing Hosts
HOT5769103832,96908907,Single-listing Hosts
GOB1362416036,52378171,Single-listing Hosts
MEN4346433301,20358977,10+ listing Hosts
PAS8954062566,54822554,Single-listing Hosts
POP7036593587,19481454,10+ listing Hosts
LOU1343213567,98314064,Single-listing Hosts
OPE8463383427,19481454,10+ listing Hosts
PAS3696135879,84183187,10+ listing Hosts
BUT4254010782,65576189,Single-listing Hosts
PAL0226890757,62498628,Single-listing Hosts
LOU6716309851,74434472,Single-listing Hosts
PAN6767586694,44089004,Single-listing Hosts
PAS9287451531,28150232,4-9 listing Hosts
POP2919142576,76895072,Single-listing Hosts
POP9508249918,78001851,Single-listing Hosts
REU3059598961,10025037,10+ listing Hosts
BAT6440696061,77205691,Single-listing Hosts
BAT9189008879,80851756,Single-listing Hosts
MEN2625626232,67821513,Single-listing Hosts
VAU1172046573,43297520,10+ listing Hosts
BUT3339297180,87546347,Single-listing Hosts
POP5043617358,91650400,10+ listing Hosts
ELY2191637932,31424796,4-9 listing Hosts
BUT2550326069,11189369,Single-listing Hosts
OPE5345394560,29699810,10+ listing Hosts
BOU3264421256,58042645,10+ listing Hosts
POP5773816331,12042677,Single-listing Hosts
MEN5465260887,44918946,Single-listing Hosts
BOU5956931045,13358621,Single-listing Hosts
OBS3650681277,75651307,Single-listing Hosts
BUT5015894963,90646006,Single-listing Hosts
PAN7967282654,58842838,Single-listing Hosts
BUT2476784587,66101467,Single-listing Hosts
VAU9779677661,20916584,Single-listing Hosts
PAN3946460670,61829211,Single-listing Hosts
LOU6545757598,68357566,Single-listing Hosts
BUT0808875001,55221013,Single-listing Hosts
BUT1573228594,58042645,10+ listing Hosts
PAS0674197492,95830211,Single-listing Hosts
ENT1952309078,72252677,Single-listing Hosts
BUT3553300564,31364414,2-3 listing Hosts
BUT9141185142,43297520,10+ listing Hosts
POP4526982085,10555376,Single-listing Hosts
ENT7893049757,89257874,Single-listing Hosts
BUT2955229409,22528991,Single-listing Hosts
BUT2912927208,74049357,Single-listing Hosts
BUT2228294058,65069232,Single-listing Hosts
ENT0164404727,73248838,10+ listing Hosts
BAT0408523418,73248838,10+ listing Hosts
POP0652706536,67338694,4-9 listing Hosts
BOU0778981862,42236381,10+ listing Hosts
BAT8756702982,99721582,Single-listing Hosts
BUT7463184812,602408,2-3 listing Hosts
VAU0554455206,10174748,Single-listing Hosts
ELY2448684465,62289909,2-3 listing Hosts
LOU8415194416,14109396,Single-listing Hosts
BUT8004460886,77397712,Single-listing Hosts
BUT6444892936,86490017,Single-listing Hosts
TEM1577989807,25216527,10+ listing Hosts
GOB5158920821,57368764,Single-listing Hosts
PAN3926070880,10877033,Single-listing Hosts
ENT9378623954,65762779,10+ listing Hosts
TEM4508833488,49530950,2-3 listing Hosts
BUT2570774864,76568859,Single-listing Hosts
BUT2917795136,93574155,Single-listing Hosts
BUT3393540567,8576573,Single-listing Hosts
BUT6657616167,96328374,Single-listing Hosts
BUT6554209426,48810908,Single-listing Hosts
PAS3794502003,19481454,10+ listing Hosts
ENT3032518937,19481454,10+ listing Hosts
BOU0957932512,57209477,Single-listing Hosts
OBS9195316891,64710661,Single-listing Hosts
BAT8559656088,51732756,Single-listing Hosts
BUT5458356271,55443073,Single-listing Hosts
BUT8429106179,30770067,Single-listing Hosts
REU9502308030,30534748,Single-listing Hosts
BUT5834193441,83781184,Single-listing Hosts
OPE1637989928,49606118,10+ listing Hosts
BUT3129041115,70433029,Single-listing Hosts
BUT3519266492,81258029,Single-listing Hosts
ENT9570292971,53533714,2-3 listing Hosts
POP6362231680,91311309,10+ listing Hosts
LOU6407964327,85099272,Single-listing Hosts
BAT9217662862,58644395,Single-listing Hosts
BAT7184936616,1359612,Single-listing Hosts
PAS8159078934,88279309,Single-listing Hosts
BOU6603679317,94792825,Single-listing Hosts
VAU1422071686,5558948,Single-listing Hosts
ENT1540939405,7229590,10+ listing Hosts
ENT1830065953,11629309,Single-listing Hosts
BUT2158567586,95990018,Single-listing Hosts
ENT8857612695,60638406,Single-listing Hosts
TEM8861032661,27020093,2-3 listing Hosts
HOT8400429435,92009398,Single-listing Hosts
MEN0506424597,10415337,2-3 listing Hosts
BUT1471746854,17229442,Single-listing Hosts
BUT2091733565,32787608,10+ listing Hosts
BUT7904801149,82303340,Single-listing Hosts
POP5096628030,17753459,Single-listing Hosts
PAN2995900928,94263383,4-9 listing Hosts
PAN6984269204,95573360,Single-listing Hosts
REU4304744952,72848071,Single-listing Hosts
BOU3380357526,92137319,Single-listing Hosts
BAT0388310490,64349219,Single-listing Hosts
TEM6969269786,8092478,Single-listing Hosts
GOB7811810095,50438681,Single-listing Hosts
BAT0221973593,91050541,10+ listing Hosts
BUT6949052823,74307756,Single-listing Hosts
BUT9432998037,26143208,2-3 listing Hosts
POP6717117999,58042645,10+ listing Hosts
BAT9141564403,8360939,Single-listing Hosts
VAU9415074966,99199305,2-3 listing Hosts
ENT0275216518,21541070,Single-listing Hosts
GOB4814025376,80343932,Single-listing Hosts
BOU4633516074,36077039,Single-listing Hosts
ENT4169317049,6748473,Single-listing Hosts
ELY6407809403,26751468,2-3 listing Hosts
PAS2629510669,26143208,2-3 listing Hosts
VAU9695854934,61870716,10+ listing Hosts
BAT6669288001,94153029,4-9 listing Hosts
BUT5696246444,33546877,Single-listing Hosts
BAT9485121728,94153029,4-9 listing Hosts
HOT8896540228,67861642,Single-listing Hosts
REU6375144283,46353368,Single-listing Hosts
BUT8474897141,32407120,4-9 listing Hosts
REU4217105624,50031716,Single-listing Hosts
VAU1590619996,89749771,Single-listing Hosts
BUT5970021128,57037604,Single-listing Hosts
LOU7742077416,32407120,4-9 listing Hosts
BAT9687581858,94153029,4-9 listing Hosts
BAT7029352424,94153029,4-9 listing Hosts
ELY3468537217,11452041,Single-listing Hosts
BAT6518954934,10922040,Single-listing Hosts
POP7178830773,41577654,Single-listing Hosts
VAU4245880221,69641951,Single-listing Hosts
BUT8752833343,64151857,Single-listing Hosts
PAS1451574814,13813711,Single-listing Hosts
OPE4069555067,84816076,Single-listing Hosts
BAT6117292930,94153029,4-9 listing Hosts
LOU7211722652,73695012,Single-listing Hosts
BAT1923307409,94153029,4-9 listing Hosts
OBS2312774805,1513212,Single-listing Hosts
BUT3220290065,32550159,Single-listing Hosts
GOB5453438775,94860362,2-3 listing Hosts
MEN5542233503,87983697,Single-listing Hosts
OBS4317360424,35365376,Single-listing Hosts
BUT0589710208,84919373,Single-listing Hosts
ELY3525100256,91260941,Single-listing Hosts
OBS4580531127,37185745,10+ listing Hosts
MEN3859055002,96029676,Single-listing Hosts
TEM1407566589,74868816,Single-listing Hosts
OPE5769666251,27400256,Single-listing Hosts
PAS5731704104,26101824,Single-listing Hosts
OPE4458415315,14278280,Single-listing Hosts
ENT0412266370,42292891,2-3 listing Hosts
VAU8246572983,64807829,Single-listing Hosts
BAT4787922244,24640309,2-3 listing Hosts
LUX1121176482,53569244,10+ listing Hosts
TEM8780858698,25532259,2-3 listing Hosts
POP4738869392,48755312,Single-listing Hosts
BUT1134127068,84234910,Single-listing Hosts
VAU2048980688,78840587,10+ listing Hosts
GOB9132219507,98202039,Single-listing Hosts
OPE7741594799,18807863,2-3 listing Hosts
BAT1127921402,58720069,Single-listing Hosts
BAT5491296479,88592803,Single-listing Hosts
BUT5231468649,18807863,2-3 listing Hosts
POP8790294091,41758616,Single-listing Hosts
POP9986810953,99537351,Single-listing Hosts
OPE7245957432,62100246,Single-listing Hosts
BOU8899429234,28289318,4-9 listing Hosts
BUT9864028156,29040631,Single-listing Hosts
GOB6401997387,63135815,Single-listing Hosts
PAS8325435809,7237684,Single-listing Hosts
ENT8618494181,22462397,Single-listing Hosts
POP0344812095,49953998,Single-listing Hosts
POP4543935652,58042645,10+ listing Hosts
MEN2305764396,74166945,Single-listing Hosts
PAL7004704735,23404314,Single-listing Hosts
ENT3442650946,60336421,Single-listing Hosts
VAU5521889692,527545,Single-listing Hosts
TEM0063094993,53569244,10+ listing Hosts
REU6809751956,45750603,4-9 listing Hosts
BUT8765857508,1523352,Single-listing Hosts
MEN0676552849,5003780,Single-listing Hosts
REU0366442482,32883583,2-3 listing Hosts
REU7049798212,39697601,Single-listing Hosts
POP4942242825,39821652,Single-listing Hosts
OBS1136083278,3405562,Single-listing Hosts
BUT4619540794,22419682,Single-listing Hosts
PAN8671757670,43289114,Single-listing Hosts
PAN8304252099,76396489,Single-listing Hosts
LUX7286245840,76891623,10+ listing Hosts
ENT9177138477,99279428,Single-listing Hosts
POP6860550213,13216730,Single-listing Hosts
GOB7676439068,58736725,Single-listing Hosts
BUT9587709626,58087667,10+ listing Hosts
OBS3685849777,90072286,Single-listing Hosts
BUT2847032618,20454456,Single-listing Hosts
LUX5576199531,58283733,10+ listing Hosts
PAN1533676481,82040963,Single-listing Hosts
TEM0042612952,13374847,Single-listing Hosts
POP8232386464,27172388,Single-listing Hosts
HOT4006435238,7229590,10+ listing Hosts
BUT4158503501,38406049,Single-listing Hosts
MEN9427311133,80786478,Single-listing Hosts
PAN5464594695,85203973,10+ listing Hosts
MEN9712747249,85203973,10+ listing Hosts
VAU8520622055,18757033,10+ listing Hosts
BAT5197421626,8067415,10+ listing Hosts
BUT6933304349,33068412,Single-listing Hosts
BOU1593933062,47020562,Single-listing Hosts
MEN8455135427,57861392,Single-listing Hosts
HOT0620645045,34392136,10+ listing Hosts
POP3598057795,91281127,Single-listing Hosts
REU3415951334,77312439,2-3 listing Hosts
BUT5228436781,91650400,10+ listing Hosts
BUT5517764495,16241154,Single-listing Hosts
BAT7857401835,37130910,Single-listing Hosts
PAS8251668082,533757,10+ listing Hosts
POP9875080374,34600164,Single-listing Hosts
BUT0659741953,63342674,Single-listing Hosts
LOU8231406684,86119662,2-3 listing Hosts
BUT8095166468,79287368,Single-listing Hosts
MEN8903380535,8517820,Single-listing Hosts
BUT7908129301,70862651,Single-listing Hosts
PAS4812880673,40248829,Single-listing Hosts
OPE4775580298,38749207,Single-listing Hosts
PAN0104781214,1359733,Single-listing Hosts
PAN2848084784,58042645,10+ listing Hosts
POP4936179296,53569244,10+ listing Hosts
BUT2827421989,125520,Single-listing Hosts
BUT4325498652,78152664,Single-listing Hosts
BAT3898913307,5302718,Single-listing Hosts
BUT5825887423,95164767,Single-listing Hosts
OBS5919077846,21363847,2-3 listing Hosts
POP1262256598,93526704,Single-listing Hosts
LOU9089325594,21524258,Single-listing Hosts
OPE5481807419,52411269,Single-listing Hosts
ENT1165475922,17221879,Single-listing Hosts
PAS4527347229,45617191,Single-listing Hosts
HOT0335615657,11834616,Single-listing Hosts
OPE6116363277,76891623,10+ listing Hosts
LUX6719037683,29842946,10+ listing Hosts
BUT5230525960,73427054,Single-listing Hosts
BUT7914692938,84686951,Single-listing Hosts
ENT5078810584,42606849,Single-listing Hosts
BUT2540797334,2666341,Single-listing Hosts
ELY6882257740,88183571,Single-listing Hosts
MEN8121869143,3045946,2-3 listing Hosts
OPE6612304239,50423287,Single-listing Hosts
POP5995204638,58402336,Single-listing Hosts
BAT7838274228,98669726,2-3 listing Hosts
POP2961005928,54640744,Single-listing Hosts
HOT0004519314,62474901,Single-listing Hosts
BUT8508442409,9178211,Single-listing Hosts
HOT3960341575,11623032,Single-listing Hosts
POP0387675922,84265117,Single-listing Hosts
BUT4522186999,86783626,Single-listing Hosts
VAU4914225087,85153681,Single-listing Hosts
GOB9266210380,97541302,Single-listing Hosts
ENT8534766099,32132726,Single-listing Hosts
REU8008581205,4521723,Single-listing Hosts
POP4977148968,26624778,Single-listing Hosts
BUT6831899439,49631294,Single-listing Hosts
OBS3621141349,79367155,Single-listing Hosts
BAT1777520408,87945556,Single-listing Hosts
OPE6345738551,29356628,Single-listing Hosts
OPE8707582223,18440043,Single-listing Hosts
BUT5748542877,60685296,Single-listing Hosts
BOU2918952853,59874102,10+ listing Hosts
ENT6884289985,17784226,Single-listing Hosts
BAT5178278510,70252673,Single-listing Hosts
BUT2030908895,12890944,Single-listing Hosts
BUT2734347533,32181564,Single-listing Hosts
ENT5542373381,28332865,Single-listing Hosts
OBS7646272795,73726988,Single-listing Hosts
PAS4329133148,73661927,2-3 listing Hosts
BUT0175694922,8461560,Single-listing Hosts
BUT6381091859,32247420,Single-listing Hosts
BUT4926996360,47853759,Single-listing Hosts
OBS8726112950,82490971,Single-listing Hosts
BUT6910281696,10206961,Single-listing Hosts
PAL0331103189,13796914,Single-listing Hosts
PAN9133072733,65742060,Single-listing Hosts
ENT0148070346,26359285,Single-listing Hosts
MEN0005296664,63072286,Single-listing Hosts
BUT5830049049,10804618,Single-listing Hosts
ENT2909136712,60098657,Single-listing Hosts
PAS9447230064,81503650,Single-listing Hosts
BUT1434067588,48527067,Single-listing Hosts
OBS9002785811,85203973,10+ listing Hosts
OPE2268935593,58308273,Single-listing Hosts
BUT4791566691,91475993,Single-listing Hosts
VAU0475254572,25322269,Single-listing Hosts
PAL9522771588,28417009,Single-listing Hosts
REU5897893801,93318522,Single-listing Hosts
ENT0756964719,76561859,Single-listing Hosts
PAS1874240684,63543323,2-3 listing Hosts
REU2671376019,18757033,10+ listing Hosts
PAS4089942091,23186138,Single-listing Hosts
MEN1072425879,99729828,Single-listing Hosts
